0.381462,-0.456427,-0.34971
-0.263805,-0.429517,-0.303712
0.134745,0.372655,-0.0745887
-0.49765,0.344332,-0.207165
-0.0284993,0.048677,0.992088
-0.286768,0.222695,-1.40096
-0.616892,0.0772097,-1.26341
-0.23558,0.561682,-1.03844
-0.0361155,-0.399147,0.810645
-0.185701,-0.165518,0.913057
-0.188922,1.28292,-1.54375
0.171542,1.27554,-1.8656
-0.251055,1.18367,-1.11621
-0.197837,0.535245,-0.186844
-0.0901017,-0.0655485,-1.34841
0.152921,-0.331502,-0.4224
-0.26361,0.0173646,0.218442
0.298262,-0.0427797,0.151196
-0.384175,0.601985,-0.951815
-0.526563,-0.177425,-0.60719
-0.481175,-0.922565,-0.653937
0.079312,-0.143903,1.00669
-0.346052,-0.579462,1.60533
0.103888,1.21881,-1.43492
-0.28009,0.698745,-1.67643
-0.48659,0.81354,-1.21329
0.224907,-0.298003,0.0508057
0.399168,-1.04079,0.0496435
0.54383,-1.05872,-0.0410525
0.516707,-0.905133,0.169194
0.0918183,0.163076,-0.445147
-0.088233,0.30361,-1.28091
-0.610568,-0.442125,-0.605995
-0.142802,0.671558,-1.42598
0.0894085,0.897173,-1.6722
-0.162417,0.950168,-1.73235
0.0909192,0.564805,-1.93957
-0.447383,0.292222,-1.3065
0.0897595,-0.386315,-0.121083
-0.47761,-0.0736885,-0.0165162
-0.478715,-0.0798543,-1.31292
-0.0393218,-0.458068,0.0153095
-0.155738,-0.375283,-0.619738
-0.43599,-0.51332,-0.292465
-0.54528,-1.09634,-0.486507
0.26015,1.03773,-2.08255
-0.071701,0.54655,-0.78445
-0.146015,0.200217,0.385163
-0.429765,-1.2897,-0.916535
-0.640757,-1.19981,-1.01181
0.403562,-0.414708,-0.121433
-0.526258,0.458572,-0.72827
-0.35918,-0.319518,1.38746
-0.218111,-0.15474,1.3531
-0.400722,-0.668057,1.4893
-0.772073,-1.10894,2.0279
0.0703192,-0.153611,-0.66082
0.320427,-0.0235414,-0.203512
-0.632495,-1.27616,-0.947457
-0.821967,-1.1359,1.91244
-0.756535,-1.16189,1.90047
0.109323,0.879535,-1.54226
0.0723002,1.06341,-2.01509
0.119508,0.676198,-1.89184
0.00372878,0.695638,-1.99368
-0.166395,-0.26859,0.357017
-0.116345,0.98284,-1.19097
0.474693,-1.31949,-0.0038778
0.67786,-1.24849,-0.202085
0.388943,-1.24371,-0.226102
-0.123979,-0.46658,1.11414
-0.261555,0.630522,-0.536205
-0.619805,-0.0310678,-0.427903
