0.381462,-0.456427,-0.34971
-0.263805,-0.429517,-0.303712
0.134745,0.372655,-0.0745887
-0.49765,0.344332,-0.207165
-0.56504,-0.625822,-0.34777
-0.179617,0.615293,-1.40917
-0.176661,0.631088,-1.41652
0.0101049,0.270242,-1.01975
-0.027305,-0.396427,0.734165
0.0858393,-0.228682,-1.45803
-0.495545,0.424887,-1.1318
0.00845755,-0.191172,-1.32828
-0.135589,-0.0297803,0.841145
-0.0479655,0.495705,-0.457583
-0.46016,-1.19009,-0.669112
0.45163,-1.24918,0.0219675
0.0925498,0.136715,-0.44551
-0.137756,0.781925,-1.23778
-0.0640265,0.242032,-1.29282
-0.0843248,1.29195,-1.55621
0.0416028,-0.153599,-0.811503
0.0465445,-0.144761,-0.806127
-0.687712,-0.169417,-1.67602
0.0762155,0.861575,-1.52855
-0.085219,0.553045,-0.798033
0.0067946,0.0168708,-1.29937
-0.511735,-1.087,-0.83142
-0.506637,-1.09255,-0.843675
0.0438933,-0.122955,-0.839108
0.214004,-0.0571612,0.263823
-0.47272,0.576545,-1.28418
-0.0924462,0.508305,-0.395153
-0.135221,-0.326937,-0.758203
-0.372735,0.396685,-0.0963548
0.201286,0.0316292,-0.411162
-0.544265,-0.0466515,-0.56118
-0.0174758,-0.453562,-0.0795225
0.16464,0.95556,-1.94379
0.191904,-0.145938,0.496688
-0.54738,-0.145806,-1.65749
0.22537,0.0398608,-0.385313
-0.114471,0.959135,-1.20106
-0.0267348,0.0870333,0.923025
0.16142,0.119058,0.429173
-0.542068,-0.126052,-1.64958
0.165925,-0.164936,0.676245
-0.508278,-0.914523,-0.650465
-0.486503,0.339015,-0.365152
0.0702145,-0.0980295,-0.653447
-0.37022,0.427457,-0.209633
-0.440155,-1.2824,-0.873788
-0.714967,-1.19248,-1.09417
0.0607072,0.243293,0.385528
0.0675595,0.237014,0.389615
0.333713,-0.456452,0.0014918
-0.346313,0.67083,-0.985733
-0.607178,-0.166724,-1.3173
-0.418778,0.799397,-1.00874
-0.415305,-0.51625,-0.554623
-0.408797,-0.501965,-0.551775
-0.0339607,-0.362515,1.10083
-0.603797,0.148507,-1.22844
-0.0422075,0.220992,-1.18895
-0.42697,-1.25252,-0.746925
0.225808,-0.131955,0.258145
-0.220582,-0.284537,1.43599
-0.529643,0.398565,-0.956843
-0.171426,1.25995,-1.46127
-0.468042,-0.0633912,-0.00488123
-0.464058,-0.0804658,-0.0104525
-0.6005,-1.24072,-0.973215
-0.246424,-0.401895,-0.215152
0.437043,-0.519487,-0.25579
